location,date_local,dow,hours_offered,hours_sold,utilisation
Brooklyn Heights,2025-01-17,Friday,60,38,0.6333333333333333
Brooklyn Heights,2025-01-18,Saturday,48,41,0.8541666666666666
Brooklyn Heights,2025-01-19,Sunday,48,41,0.8541666666666666
Brooklyn Heights,2025-01-20,Monday,60,45,0.75
Brooklyn Heights,2025-01-21,Tuesday,60,29,0.48333333333333334
Brooklyn Heights,2025-01-22,Wednesday,60,29,0.48333333333333334
Brooklyn Heights,2025-01-23,Thursday,60,28,0.4666666666666667
Brooklyn Heights,2025-01-24,Friday,60,42,0.7
Brooklyn Heights,2025-01-25,Saturday,48,45,0.9375
Brooklyn Heights,2025-01-26,Sunday,48,43,0.8958333333333334
Brooklyn Heights,2025-01-27,Monday,56,34,0.6071428571428571
Brooklyn Heights,2025-01-28,Tuesday,60,31,0.5166666666666667
Brooklyn Heights,2025-01-29,Wednesday,60,29,0.48333333333333334
Brooklyn Heights,2025-01-30,Thursday,52,28,0.5384615384615384
Brooklyn Heights,2025-01-31,Friday,60,48,0.8
Brooklyn Heights,2025-02-01,Saturday,48,41,0.8541666666666666
Brooklyn Heights,2025-02-02,Sunday,48,46,0.9583333333333334
Brooklyn Heights,2025-02-03,Monday,56,34,0.6071428571428571
Brooklyn Heights,2025-02-04,Tuesday,60,40,0.6666666666666666
Brooklyn Heights,2025-02-05,Wednesday,60,43,0.7166666666666667
Brooklyn Heights,2025-02-06,Thursday,52,38,0.7307692307692307
Brooklyn Heights,2025-02-07,Friday,60,48,0.8
Brooklyn Heights,2025-02-08,Saturday,48,45,0.9375
Brooklyn Heights,2025-02-09,Sunday,48,44,0.9166666666666666
Brooklyn Heights,2025-02-10,Monday,56,33,0.5892857142857143
Brooklyn Heights,2025-02-11,Tuesday,60,27,0.45
Brooklyn Heights,2025-02-12,Wednesday,60,33,0.55
Brooklyn Heights,2025-02-13,Thursday,52,24,0.46153846153846156
Brooklyn Heights,2025-02-14,Friday,60,30,0.5
Brooklyn Heights,2025-02-15,Saturday,48,32,0.6666666666666666
Brooklyn Heights,2025-02-16,Sunday,48,42,0.875
Brooklyn Heights,2025-02-17,Monday,60,44,0.7333333333333333
Brooklyn Heights,2025-02-18,Tuesday,60,22,0.36666666666666664
Brooklyn Heights,2025-02-19,Wednesday,60,29,0.48333333333333334
Brooklyn Heights,2025-02-20,Thursday,60,34,0.5666666666666667
Brooklyn Heights,2025-02-21,Friday,60,31,0.5166666666666667
Brooklyn Heights,2025-02-22,Saturday,48,44,0.9166666666666666
Brooklyn Heights,2025-02-23,Sunday,48,43,0.8958333333333334
Brooklyn Heights,2025-02-24,Monday,52,23,0.4423076923076923
Brooklyn Heights,2025-02-25,Tuesday,52,30,0.5769230769230769
Brooklyn Heights,2025-02-26,Wednesday,56,32,0.5714285714285714
Brooklyn Heights,2025-02-27,Thursday,52,29,0.5576923076923077
Brooklyn Heights,2025-02-28,Friday,56,31,0.5535714285714286
Brooklyn Heights,2025-03-01,Saturday,48,34,0.7083333333333334
Brooklyn Heights,2025-03-02,Sunday,48,43,0.8958333333333334
Brooklyn Heights,2025-03-03,Monday,56,38,0.6785714285714286
Brooklyn Heights,2025-03-04,Tuesday,56,36,0.6428571428571429
Brooklyn Heights,2025-03-05,Wednesday,56,39,0.6964285714285714
Brooklyn Heights,2025-03-06,Thursday,52,34,0.6538461538461539
Brooklyn Heights,2025-03-07,Friday,56,43,0.7678571428571429
Brooklyn Heights,2025-03-08,Saturday,48,44,0.9166666666666666
Brooklyn Heights,2025-03-09,Sunday,48,42,0.875
Brooklyn Heights,2025-03-10,Monday,52,29,0.5576923076923077
Brooklyn Heights,2025-03-11,Tuesday,56,27,0.48214285714285715
Brooklyn Heights,2025-03-12,Wednesday,56,28,0.5
Brooklyn Heights,2025-03-13,Thursday,60,35,0.5833333333333334
Brooklyn Heights,2025-03-14,Friday,60,42,0.7
Brooklyn Heights,2025-03-15,Saturday,48,44,0.9166666666666666
Brooklyn Heights,2025-03-16,Sunday,48,39,0.8125
Brooklyn Heights,2025-03-17,Monday,56,31,0.5535714285714286
Brooklyn Heights,2025-03-18,Tuesday,60,38,0.6333333333333333
Brooklyn Heights,2025-03-19,Wednesday,60,39,0.65
Brooklyn Heights,2025-03-20,Thursday,52,29,0.5576923076923077
Brooklyn Heights,2025-03-21,Friday,60,46,0.7666666666666667
Brooklyn Heights,2025-03-22,Saturday,48,34,0.7083333333333334
Brooklyn Heights,2025-03-23,Sunday,48,19,0.3958333333333333
Brooklyn Heights,2025-03-24,Monday,56,31,0.5535714285714286
Brooklyn Heights,2025-03-25,Tuesday,60,25,0.4166666666666667
Brooklyn Heights,2025-03-26,Wednesday,60,25,0.4166666666666667
Brooklyn Heights,2025-03-27,Thursday,60,36,0.6
Brooklyn Heights,2025-03-28,Friday,60,45,0.75
Brooklyn Heights,2025-03-29,Saturday,48,34,0.7083333333333334
Brooklyn Heights,2025-03-30,Sunday,48,42,0.875
Brooklyn Heights,2025-03-31,Monday,60,31,0.5166666666666667
Brooklyn Heights,2025-04-01,Tuesday,56,30,0.5357142857142857
Brooklyn Heights,2025-04-02,Wednesday,60,43,0.7166666666666667
Brooklyn Heights,2025-04-03,Thursday,60,38,0.6333333333333333
Brooklyn Heights,2025-04-04,Friday,56,40,0.7142857142857143
Brooklyn Heights,2025-04-05,Saturday,48,43,0.8958333333333334
Brooklyn Heights,2025-04-06,Sunday,48,45,0.9375
Brooklyn Heights,2025-04-07,Monday,52,31,0.5961538461538461
Brooklyn Heights,2025-04-08,Tuesday,56,31,0.5535714285714286
Brooklyn Heights,2025-04-09,Wednesday,60,37,0.6166666666666667
Brooklyn Heights,2025-04-10,Thursday,60,39,0.65
Brooklyn Heights,2025-04-11,Friday,60,50,0.8333333333333334
Brooklyn Heights,2025-04-12,Saturday,48,40,0.8333333333333334
Brooklyn Heights,2025-04-13,Sunday,48,36,0.75
Brooklyn Heights,2025-04-14,Monday,56,33,0.5892857142857143
Brooklyn Heights,2025-04-15,Tuesday,56,33,0.5892857142857143
Brooklyn Heights,2025-04-16,Wednesday,60,38,0.6333333333333333
Brooklyn Heights,2025-04-17,Thursday,52,35,0.6730769230769231
Brooklyn Heights,2025-04-18,Friday,60,53,0.8833333333333333
Brooklyn Heights,2025-04-19,Saturday,48,36,0.75
Brooklyn Heights,2025-04-21,Monday,56,43,0.7678571428571429
Brooklyn Heights,2025-04-22,Tuesday,56,28,0.5
Brooklyn Heights,2025-04-23,Wednesday,60,32,0.5333333333333333
Brooklyn Heights,2025-04-24,Thursday,60,40,0.6666666666666666
Brooklyn Heights,2025-04-25,Friday,60,50,0.8333333333333334
Brooklyn Heights,2025-04-26,Saturday,48,39,0.8125
Brooklyn Heights,2025-04-27,Sunday,48,38,0.7916666666666666
Brooklyn Heights,2025-04-28,Monday,56,35,0.625
Brooklyn Heights,2025-04-29,Tuesday,60,38,0.6333333333333333
Mima - 42nd St,2024-01-29,Monday,45,30,0.6666666666666666
Mima - 42nd St,2024-01-30,Tuesday,45,0,0.0
Mima - 42nd St,2024-01-31,Wednesday,45,0,0.0
Mima - 42nd St,2024-02-01,Thursday,45,18,0.4
Mima - 42nd St,2024-02-02,Friday,45,45,1.0
Mima - 42nd St,2024-02-03,Saturday,30,30,1.0
Mima - 42nd St,2024-02-04,Sunday,30,30,1.0
Mima - 42nd St,2024-02-05,Monday,45,27,0.6
Mima - 42nd St,2024-02-06,Tuesday,45,21,0.4666666666666667
Mima - 42nd St,2024-02-07,Wednesday,45,0,0.0
Mima - 42nd St,2024-02-08,Thursday,45,0,0.0
Mima - 42nd St,2024-02-09,Friday,45,0,0.0
Mima - 42nd St,2024-02-10,Saturday,30,0,0.0
Mima - 42nd St,2024-02-11,Sunday,30,0,0.0
Mima - 42nd St,2024-02-12,Monday,45,0,0.0
Mima - 42nd St,2024-02-13,Tuesday,45,0,0.0
Mima - 42nd St,2024-02-14,Wednesday,45,0,0.0
Mima - 42nd St,2024-02-15,Thursday,45,0,0.0
Mima - 42nd St,2024-02-16,Friday,45,0,0.0
Mima - 42nd St,2024-02-17,Saturday,30,0,0.0
Mima - 42nd St,2024-02-18,Sunday,30,0,0.0
Mima - 42nd St,2024-02-19,Monday,45,0,0.0
Mima - 42nd St,2024-02-20,Tuesday,45,0,0.0
Mima - 42nd St,2024-02-21,Wednesday,45,0,0.0
Mima - 42nd St,2024-02-22,Thursday,39,0,0.0
Mima - 42nd St,2024-02-23,Friday,39,0,0.0
Mima - 42nd St,2024-02-24,Saturday,30,0,0.0
Mima - 42nd St,2024-02-25,Sunday,30,0,0.0
Mima - 42nd St,2024-02-26,Monday,39,12,0.3076923076923077
Mima - 42nd St,2024-02-27,Tuesday,39,39,1.0
Mima - 42nd St,2024-02-28,Wednesday,39,39,1.0
Mima - 42nd St,2024-02-29,Thursday,39,39,1.0
Mima - 42nd St,2024-03-01,Friday,39,30,0.7692307692307693
Mima - 42nd St,2024-03-02,Saturday,30,23,0.7666666666666667
Mima - 42nd St,2024-03-03,Sunday,30,28,0.9333333333333333
Mima - 42nd St,2024-03-04,Monday,39,27,0.6923076923076923
Mima - 42nd St,2024-03-05,Tuesday,39,32,0.8205128205128205
Mima - 42nd St,2024-03-06,Wednesday,39,28,0.717948717948718
Mima - 42nd St,2024-03-07,Thursday,39,32,0.8205128205128205
Mima - 42nd St,2024-03-08,Friday,39,26,0.6666666666666666
Mima - 42nd St,2024-03-09,Saturday,30,25,0.8333333333333334
Mima - 42nd St,2024-03-10,Sunday,30,21,0.7
Mima - 42nd St,2024-03-11,Monday,39,21,0.5384615384615384
Mima - 42nd St,2024-03-12,Tuesday,39,19,0.48717948717948717
Mima - 42nd St,2024-03-13,Wednesday,39,17,0.4358974358974359
Mima - 42nd St,2024-03-14,Thursday,39,29,0.7435897435897436
Mima - 42nd St,2024-03-15,Friday,39,18,0.46153846153846156
Mima - 42nd St,2024-03-16,Saturday,30,15,0.5
Mima - 42nd St,2024-03-17,Sunday,30,15,0.5
Mima - 42nd St,2024-03-18,Monday,39,0,0.0
Mima - 42nd St,2024-03-19,Tuesday,39,25,0.6410256410256411
Mima - 42nd St,2024-03-20,Wednesday,39,27,0.6923076923076923
Mima - 42nd St,2024-03-21,Thursday,39,4,0.10256410256410256
Mima - 42nd St,2024-03-22,Friday,39,5,0.1282051282051282
Mima - 42nd St,2024-03-23,Saturday,30,2,0.06666666666666667
Mima - 42nd St,2024-03-24,Sunday,30,13,0.43333333333333335
Mima - 42nd St,2024-03-25,Monday,39,7,0.1794871794871795
Mima - 42nd St,2024-03-26,Tuesday,39,14,0.358974358974359
Mima - 42nd St,2024-03-27,Wednesday,39,8,0.20512820512820512
Mima - 42nd St,2024-03-28,Thursday,39,5,0.1282051282051282
Mima - 42nd St,2024-03-29,Friday,39,4,0.10256410256410256
Mima - 42nd St,2024-03-30,Saturday,30,5,0.16666666666666666
Mima - 42nd St,2024-03-31,Sunday,30,30,1.0
Mima - 42nd St,2024-04-01,Monday,39,5,0.1282051282051282
Mima - 42nd St,2024-04-02,Tuesday,39,11,0.28205128205128205
Mima - 42nd St,2024-04-03,Wednesday,39,34,0.8717948717948718
Mima - 42nd St,2024-04-04,Thursday,39,3,0.07692307692307693
Mima - 42nd St,2024-04-05,Friday,39,6,0.15384615384615385
Mima - 42nd St,2024-04-06,Saturday,30,6,0.2
Mima - 42nd St,2024-04-07,Sunday,30,9,0.3
Mima - 42nd St,2024-04-08,Monday,39,4,0.10256410256410256
Mima - 42nd St,2024-04-09,Tuesday,39,7,0.1794871794871795
Mima - 42nd St,2024-04-10,Wednesday,39,8,0.20512820512820512
Mima - 42nd St,2024-04-11,Thursday,39,7,0.1794871794871795
Mima - 42nd St,2024-04-12,Friday,39,5,0.1282051282051282
Mima - 42nd St,2024-04-13,Saturday,30,10,0.3333333333333333
Mima - 42nd St,2024-04-14,Sunday,30,22,0.7333333333333333
Mima - 42nd St,2024-04-15,Monday,39,11,0.28205128205128205
Mima - 42nd St,2024-04-16,Tuesday,39,15,0.38461538461538464
Mima - 42nd St,2024-04-17,Wednesday,39,11,0.28205128205128205
Mima - 42nd St,2024-04-18,Thursday,39,14,0.358974358974359
Mima - 42nd St,2024-04-19,Friday,39,14,0.358974358974359
Mima - 42nd St,2024-04-20,Saturday,30,3,0.1
Mima - 42nd St,2024-04-21,Sunday,30,9,0.3
Mima - 42nd St,2024-04-22,Monday,39,4,0.10256410256410256
Mima - 42nd St,2024-04-23,Tuesday,39,8,0.20512820512820512
Mima - 42nd St,2024-04-24,Wednesday,39,7,0.1794871794871795
Mima - 42nd St,2024-04-25,Thursday,39,13,0.3333333333333333
Mima - 42nd St,2024-04-26,Friday,39,9,0.23076923076923078
Mima - 42nd St,2024-04-27,Saturday,30,3,0.1
Mima - 42nd St,2024-04-28,Sunday,30,5,0.16666666666666666
Mima - 42nd St,2024-04-29,Monday,39,8,0.20512820512820512
Mima - 42nd St,2024-04-30,Tuesday,39,16,0.41025641025641024
Mima - 42nd St,2024-05-01,Wednesday,39,13,0.3333333333333333
Mima - 42nd St,2024-05-02,Thursday,39,13,0.3333333333333333
Mima - 42nd St,2024-05-03,Friday,39,9,0.23076923076923078
Mima - 42nd St,2024-05-04,Saturday,30,5,0.16666666666666666
Mima - 42nd St,2024-05-05,Sunday,30,6,0.2
Mima - 42nd St,2024-05-06,Monday,39,14,0.358974358974359
Mima - 42nd St,2024-05-07,Tuesday,39,9,0.23076923076923078
Mima - 42nd St,2024-05-08,Wednesday,39,6,0.15384615384615385
Mima - 42nd St,2024-05-09,Thursday,39,13,0.3333333333333333
Mima - 42nd St,2024-05-10,Friday,39,11,0.28205128205128205
Mima - 42nd St,2024-05-11,Saturday,30,5,0.16666666666666666
Mima - 42nd St,2024-05-12,Sunday,30,3,0.1
Mima - 42nd St,2024-05-13,Monday,39,10,0.2564102564102564
Mima - 42nd St,2024-05-14,Tuesday,39,12,0.3076923076923077
Mima - 42nd St,2024-05-15,Wednesday,39,9,0.23076923076923078
Mima - 42nd St,2024-05-16,Thursday,39,3,0.07692307692307693
Mima - 42nd St,2024-05-17,Friday,39,8,0.20512820512820512
Mima - 42nd St,2024-05-18,Saturday,30,6,0.2
Mima - 42nd St,2024-05-19,Sunday,30,9,0.3
Mima - 42nd St,2024-05-20,Monday,39,7,0.1794871794871795
Mima - 42nd St,2024-05-21,Tuesday,39,9,0.23076923076923078
Mima - 42nd St,2024-05-22,Wednesday,39,13,0.3333333333333333
Mima - 42nd St,2024-05-23,Thursday,39,7,0.1794871794871795
Mima - 42nd St,2024-05-24,Friday,39,6,0.15384615384615385
Mima - 42nd St,2024-05-25,Saturday,30,3,0.1
Mima - 42nd St,2024-05-26,Sunday,30,5,0.16666666666666666
Mima - 42nd St,2024-05-27,Monday,39,39,1.0
Mima - 42nd St,2024-05-28,Tuesday,39,12,0.3076923076923077
Mima - 42nd St,2024-05-29,Wednesday,39,8,0.20512820512820512
Mima - 42nd St,2024-05-30,Thursday,39,22,0.5641025641025641
Mima - 42nd St,2024-05-31,Friday,39,7,0.1794871794871795
Mima - 42nd St,2024-06-01,Saturday,30,10,0.3333333333333333
Mima - 42nd St,2024-06-02,Sunday,30,8,0.26666666666666666
Mima - 42nd St,2024-06-03,Monday,39,15,0.38461538461538464
Mima - 42nd St,2024-06-04,Tuesday,39,7,0.1794871794871795
Mima - 42nd St,2024-06-05,Wednesday,39,9,0.23076923076923078
Mima - 42nd St,2024-06-06,Thursday,39,6,0.15384615384615385
Mima - 42nd St,2024-06-07,Friday,39,9,0.23076923076923078
Mima - 42nd St,2024-06-08,Saturday,30,5,0.16666666666666666
Mima - 42nd St,2024-06-09,Sunday,30,6,0.2
Mima - 42nd St,2024-06-10,Monday,39,12,0.3076923076923077
Mima - 42nd St,2024-06-11,Tuesday,39,4,0.10256410256410256
Mima - 42nd St,2024-06-12,Wednesday,39,7,0.1794871794871795
Mima - 42nd St,2024-06-13,Thursday,39,8,0.20512820512820512
Mima - 42nd St,2024-06-14,Friday,39,7,0.1794871794871795
Mima - 42nd St,2024-06-15,Saturday,30,6,0.2
Mima - 42nd St,2024-06-16,Sunday,30,11,0.36666666666666664
Mima - 42nd St,2024-06-17,Monday,39,8,0.20512820512820512
Mima - 42nd St,2024-06-18,Tuesday,45,10,0.2222222222222222
Mima - 42nd St,2024-06-19,Wednesday,45,15,0.3333333333333333
Mima - 42nd St,2024-06-20,Thursday,45,10,0.2222222222222222
Mima - 42nd St,2024-06-21,Friday,45,8,0.17777777777777778
Mima - 42nd St,2024-06-22,Saturday,30,5,0.16666666666666666
Mima - 42nd St,2024-06-23,Sunday,30,11,0.36666666666666664
Mima - 42nd St,2024-06-24,Monday,39,7,0.1794871794871795
Mima - 42nd St,2024-06-25,Tuesday,39,11,0.28205128205128205
Mima - 42nd St,2024-06-26,Wednesday,45,12,0.26666666666666666
Mima - 42nd St,2024-06-27,Thursday,45,16,0.35555555555555557
Mima - 42nd St,2024-06-28,Friday,45,11,0.24444444444444444
Mima - 42nd St,2024-06-29,Saturday,30,7,0.23333333333333334
Mima - 42nd St,2024-06-30,Sunday,30,12,0.4
Mima - 42nd St,2024-07-01,Monday,45,9,0.2
Mima - 42nd St,2024-07-02,Tuesday,45,11,0.24444444444444444
Mima - 42nd St,2024-07-03,Wednesday,45,19,0.4222222222222222
Mima - 42nd St,2024-07-04,Thursday,0,0,
Mima - 42nd St,2024-07-05,Friday,39,6,0.15384615384615385
Mima - 42nd St,2024-07-06,Saturday,30,7,0.23333333333333334
Mima - 42nd St,2024-07-07,Sunday,30,6,0.2
Mima - 42nd St,2024-07-08,Monday,39,11,0.28205128205128205
Mima - 42nd St,2024-07-09,Tuesday,33,5,0.15151515151515152
Mima - 42nd St,2024-07-10,Wednesday,39,10,0.2564102564102564
Mima - 42nd St,2024-07-11,Thursday,39,8,0.20512820512820512
Mima - 42nd St,2024-07-12,Friday,39,8,0.20512820512820512
Mima - 42nd St,2024-07-13,Saturday,30,8,0.26666666666666666
Mima - 42nd St,2024-07-14,Sunday,30,7,0.23333333333333334
Mima - 42nd St,2024-07-15,Monday,30,9,0.3
Mima - 42nd St,2024-07-16,Tuesday,39,3,0.07692307692307693
Mima - 42nd St,2024-07-17,Wednesday,39,5,0.1282051282051282
Mima - 42nd St,2024-07-18,Thursday,39,11,0.28205128205128205
Mima - 42nd St,2024-07-19,Friday,39,6,0.15384615384615385
Mima - 42nd St,2024-07-20,Saturday,30,13,0.43333333333333335
Mima - 42nd St,2024-07-21,Sunday,30,7,0.23333333333333334
Mima - 42nd St,2024-07-22,Monday,24,7,0.2916666666666667
Mima - 42nd St,2024-07-23,Tuesday,33,6,0.18181818181818182
Mima - 42nd St,2024-07-24,Wednesday,39,8,0.20512820512820512
Mima - 42nd St,2024-07-25,Thursday,39,8,0.20512820512820512
Mima - 42nd St,2024-07-26,Friday,39,11,0.28205128205128205
Mima - 42nd St,2024-07-27,Saturday,30,10,0.3333333333333333
Mima - 42nd St,2024-07-28,Sunday,30,6,0.2
Mima - 42nd St,2024-07-29,Monday,39,5,0.1282051282051282
Mima - 42nd St,2024-07-30,Tuesday,39,5,0.1282051282051282
Mima - 42nd St,2024-07-31,Wednesday,39,2,0.05128205128205128
Mima - 42nd St,2024-08-01,Thursday,39,9,0.23076923076923078
Mima - 42nd St,2024-08-02,Friday,39,7,0.1794871794871795
Mima - 42nd St,2024-08-03,Saturday,30,9,0.3
Mima - 42nd St,2024-08-04,Sunday,30,11,0.36666666666666664
Mima - 42nd St,2024-08-05,Monday,15,7,0.4666666666666667
Mima - 42nd St,2024-08-06,Tuesday,19,6,0.3157894736842105
Mima - 42nd St,2024-08-07,Wednesday,15,12,0.8
Mima - 42nd St,2024-08-08,Thursday,39,25,0.6410256410256411
Mima - 42nd St,2024-08-09,Friday,39,10,0.2564102564102564
Mima - 42nd St,2024-08-10,Saturday,30,7,0.23333333333333334
Mima - 42nd St,2024-08-11,Sunday,30,7,0.23333333333333334
Mima - 42nd St,2024-08-12,Monday,39,12,0.3076923076923077
Mima - 42nd St,2024-08-13,Tuesday,39,6,0.15384615384615385
Mima - 42nd St,2024-08-14,Wednesday,39,6,0.15384615384615385
Mima - 42nd St,2024-08-15,Thursday,39,11,0.28205128205128205
Mima - 42nd St,2024-08-16,Friday,39,5,0.1282051282051282
Mima - 42nd St,2024-08-17,Saturday,30,7,0.23333333333333334
Mima - 42nd St,2024-08-18,Sunday,30,10,0.3333333333333333
Mima - 42nd St,2024-08-19,Monday,39,7,0.1794871794871795
Mima - 42nd St,2024-08-20,Tuesday,33,7,0.21212121212121213
Mima - 42nd St,2024-08-21,Wednesday,39,9,0.23076923076923078
Mima - 42nd St,2024-08-22,Thursday,39,3,0.07692307692307693
Mima - 42nd St,2024-08-23,Friday,39,4,0.10256410256410256
Mima - 42nd St,2024-08-24,Saturday,30,4,0.13333333333333333
Mima - 42nd St,2024-08-25,Sunday,30,9,0.3
Mima - 42nd St,2024-09-03,Tuesday,39,7,0.1794871794871795
Mima - 42nd St,2024-09-04,Wednesday,39,5,0.1282051282051282
Mima - 42nd St,2024-09-05,Thursday,39,8,0.20512820512820512
Mima - 42nd St,2024-09-06,Friday,39,8,0.20512820512820512
Mima - 42nd St,2024-09-07,Saturday,30,6,0.2
Mima - 42nd St,2024-09-08,Sunday,30,4,0.13333333333333333
Mima - 42nd St,2024-09-09,Monday,39,6,0.15384615384615385
Mima - 42nd St,2024-09-10,Tuesday,33,3,0.09090909090909091
Mima - 42nd St,2024-09-11,Wednesday,39,8,0.20512820512820512
Mima - 42nd St,2024-09-12,Thursday,36,4,0.1111111111111111
Mima - 42nd St,2024-09-13,Friday,39,5,0.1282051282051282
Mima - 42nd St,2024-09-14,Saturday,30,3,0.1
Mima - 42nd St,2024-09-15,Sunday,30,1,0.03333333333333333
Mima - 42nd St,2024-09-16,Monday,39,13,0.3333333333333333
Mima - 42nd St,2024-09-17,Tuesday,39,22,0.5641025641025641
Mima - 42nd St,2024-09-18,Wednesday,39,20,0.5128205128205128
Mima - 42nd St,2024-09-19,Thursday,36,17,0.4722222222222222
Mima - 42nd St,2024-09-20,Friday,39,14,0.358974358974359
Mima - 42nd St,2024-09-21,Saturday,30,4,0.13333333333333333
Mima - 42nd St,2024-09-22,Sunday,30,5,0.16666666666666666
Mima - 42nd St,2024-09-23,Monday,39,4,0.10256410256410256
Mima - 42nd St,2024-09-24,Tuesday,33,3,0.09090909090909091
Mima - 42nd St,2024-09-25,Wednesday,39,7,0.1794871794871795
Mima - 42nd St,2024-09-26,Thursday,36,3,0.08333333333333333
Mima - 42nd St,2024-09-27,Friday,39,3,0.07692307692307693
Mima - 42nd St,2024-09-28,Saturday,30,4,0.13333333333333333
Mima - 42nd St,2024-09-29,Sunday,30,9,0.3
Mima - 42nd St,2024-09-30,Monday,38,4,0.10526315789473684
Mima - 42nd St,2024-10-01,Tuesday,33,4,0.12121212121212122
Mima - 42nd St,2024-10-02,Wednesday,39,7,0.1794871794871795
Mima - 42nd St,2024-10-03,Thursday,36,6,0.16666666666666666
Mima - 42nd St,2024-10-04,Friday,39,4,0.10256410256410256
Mima - 42nd St,2024-10-05,Saturday,30,3,0.1
Mima - 42nd St,2024-10-06,Sunday,30,2,0.06666666666666667
Mima - 42nd St,2024-10-07,Monday,29,5,0.1724137931034483
Mima - 42nd St,2024-10-08,Tuesday,31,4,0.12903225806451613
Mima - 42nd St,2024-10-09,Wednesday,39,5,0.1282051282051282
Mima - 42nd St,2024-10-10,Thursday,34,7,0.20588235294117646
Mima - 42nd St,2024-10-11,Friday,39,4,0.10256410256410256
Mima - 42nd St,2024-10-12,Saturday,30,7,0.23333333333333334
Mima - 42nd St,2024-10-13,Sunday,30,3,0.1
Mima - 42nd St,2024-10-14,Monday,38,5,0.13157894736842105
Mima - 42nd St,2024-10-15,Tuesday,39,6,0.15384615384615385
Mima - 42nd St,2024-10-16,Wednesday,39,8,0.20512820512820512
Mima - 42nd St,2024-10-17,Thursday,36,5,0.1388888888888889
Mima - 42nd St,2024-10-18,Friday,39,4,0.10256410256410256
Mima - 42nd St,2024-10-19,Saturday,30,2,0.06666666666666667
Mima - 42nd St,2024-10-20,Sunday,24,3,0.125
Mima - 42nd St,2024-10-21,Monday,38,3,0.07894736842105263
Mima - 42nd St,2024-10-22,Tuesday,33,3,0.09090909090909091
Mima - 42nd St,2024-10-23,Wednesday,39,3,0.07692307692307693
Mima - 42nd St,2024-10-24,Thursday,36,6,0.16666666666666666
Mima - 42nd St,2024-10-25,Friday,39,5,0.1282051282051282
Mima - 42nd St,2024-10-26,Saturday,30,16,0.5333333333333333
Mima - 42nd St,2024-10-27,Sunday,30,6,0.2
Mima - 42nd St,2024-10-28,Monday,38,5,0.13157894736842105
Mima - 42nd St,2024-10-29,Tuesday,33,3,0.09090909090909091
Mima - 42nd St,2024-10-30,Wednesday,39,1,0.02564102564102564
Mima - 42nd St,2024-10-31,Thursday,36,6,0.16666666666666666
Mima - 42nd St,2024-11-01,Friday,39,4,0.10256410256410256
Mima - 42nd St,2024-11-02,Saturday,30,1,0.03333333333333333
Mima - 42nd St,2024-11-03,Sunday,20,6,0.3
Mima - 42nd St,2024-11-04,Monday,25,5,0.2
Mima - 42nd St,2024-11-05,Tuesday,22,2,0.09090909090909091
Mima - 42nd St,2024-11-06,Wednesday,26,5,0.19230769230769232
Mima - 42nd St,2024-11-07,Thursday,24,5,0.20833333333333334
Mima - 42nd St,2024-11-08,Friday,26,4,0.15384615384615385
Mima - 42nd St,2024-11-09,Saturday,19,2,0.10526315789473684
Mima - 42nd St,2024-11-10,Sunday,19,3,0.15789473684210525
Mima - 42nd St,2024-11-11,Monday,25,9,0.36
Mima - 42nd St,2024-11-12,Tuesday,26,4,0.15384615384615385
Mima - 42nd St,2024-11-13,Wednesday,26,7,0.2692307692307692
Mima - 42nd St,2024-11-14,Thursday,24,6,0.25
Mima - 42nd St,2024-11-15,Friday,26,6,0.23076923076923078
Mima - 42nd St,2024-11-16,Saturday,20,8,0.4
Mima - 42nd St,2024-11-17,Sunday,20,8,0.4
Mima - 42nd St,2024-11-18,Monday,25,5,0.2
Mima - 42nd St,2024-11-19,Tuesday,16,2,0.125
Mima - 42nd St,2024-11-20,Wednesday,26,6,0.23076923076923078
Mima - 42nd St,2024-11-21,Thursday,24,5,0.20833333333333334
Mima - 42nd St,2024-11-22,Friday,26,7,0.2692307692307692
Mima - 42nd St,2024-11-23,Saturday,20,6,0.3
Mima - 42nd St,2024-11-24,Sunday,20,8,0.4
Mima - 42nd St,2024-11-25,Monday,13,8,0.6153846153846154
Mima - 42nd St,2024-11-26,Tuesday,14,4,0.2857142857142857
Mima - 42nd St,2024-11-27,Wednesday,14,5,0.35714285714285715
Mima - 42nd St,2024-11-29,Friday,14,2,0.14285714285714285
Mima - 42nd St,2024-11-30,Saturday,20,1,0.05
Mima - 42nd St,2024-12-01,Sunday,20,5,0.25
Mima - 42nd St,2024-12-02,Monday,13,6,0.46153846153846156
Mima - 42nd St,2024-12-03,Tuesday,10,5,0.5
Mima - 42nd St,2024-12-04,Wednesday,14,7,0.5
Mima - 42nd St,2024-12-05,Thursday,12,4,0.3333333333333333
Mima - 42nd St,2024-12-06,Friday,14,7,0.5
Mima - 42nd St,2024-12-07,Saturday,20,14,0.7
Mima - 42nd St,2024-12-08,Sunday,20,5,0.25
Mima - 42nd St,2024-12-09,Monday,13,6,0.46153846153846156
Mima - 42nd St,2024-12-10,Tuesday,14,6,0.42857142857142855
Mima - 42nd St,2024-12-11,Wednesday,14,3,0.21428571428571427
Mima - 42nd St,2024-12-12,Thursday,12,4,0.3333333333333333
Mima - 42nd St,2024-12-13,Friday,14,4,0.2857142857142857
Mima - 42nd St,2024-12-14,Saturday,18,6,0.3333333333333333
