location,date_local,dow,hours_offered,hours_sold,utilisation
Brooklyn Heights,2023-11-21,Tuesday,54,18,0.3333333333333333
Brooklyn Heights,2023-11-22,Wednesday,63,44,0.6984126984126984
Brooklyn Heights,2023-11-23,Thursday,63,63,1.0
Brooklyn Heights,2023-11-24,Friday,45,45,1.0
Brooklyn Heights,2023-11-25,Saturday,33,30,0.9090909090909091
Brooklyn Heights,2023-11-26,Sunday,30,27,0.9
Brooklyn Heights,2023-11-27,Monday,54,47,0.8703703703703703
Brooklyn Heights,2023-11-28,Tuesday,54,24,0.4444444444444444
Brooklyn Heights,2023-11-29,Wednesday,54,33,0.6111111111111112
Brooklyn Heights,2023-11-30,Thursday,54,28,0.5185185185185185
Brooklyn Heights,2023-12-01,Friday,47,29,0.6170212765957447
Brooklyn Heights,2023-12-02,Saturday,33,29,0.8787878787878788
Brooklyn Heights,2023-12-03,Sunday,30,18,0.6
Brooklyn Heights,2023-12-04,Monday,54,35,0.6481481481481481
Brooklyn Heights,2023-12-05,Tuesday,54,23,0.42592592592592593
Brooklyn Heights,2023-12-06,Wednesday,54,29,0.5370370370370371
Brooklyn Heights,2023-12-07,Thursday,54,33,0.6111111111111112
Brooklyn Heights,2023-12-08,Friday,47,29,0.6170212765957447
Brooklyn Heights,2023-12-09,Saturday,33,27,0.8181818181818182
Brooklyn Heights,2023-12-10,Sunday,30,21,0.7
Brooklyn Heights,2023-12-11,Monday,54,26,0.48148148148148145
Brooklyn Heights,2023-12-12,Tuesday,54,32,0.5925925925925926
Brooklyn Heights,2023-12-13,Wednesday,54,33,0.6111111111111112
Brooklyn Heights,2023-12-14,Thursday,54,32,0.5925925925925926
Brooklyn Heights,2023-12-15,Friday,47,29,0.6170212765957447
Brooklyn Heights,2023-12-16,Saturday,43,27,0.627906976744186
Brooklyn Heights,2023-12-17,Sunday,30,23,0.7666666666666667
Brooklyn Heights,2023-12-18,Monday,54,35,0.6481481481481481
Brooklyn Heights,2023-12-19,Tuesday,54,27,0.5
Brooklyn Heights,2023-12-20,Wednesday,54,34,0.6296296296296297
Brooklyn Heights,2023-12-21,Thursday,54,35,0.6481481481481481
Brooklyn Heights,2023-12-22,Friday,47,22,0.46808510638297873
Brooklyn Heights,2023-12-23,Saturday,33,14,0.42424242424242425
Brooklyn Heights,2023-12-24,Sunday,30,17,0.5666666666666667
Brooklyn Heights,2023-12-25,Monday,45,45,1.0
Brooklyn Heights,2023-12-26,Tuesday,45,23,0.5111111111111111
Brooklyn Heights,2023-12-27,Wednesday,45,30,0.6666666666666666
Brooklyn Heights,2023-12-28,Thursday,45,36,0.8
Brooklyn Heights,2023-12-29,Friday,45,38,0.8444444444444444
Brooklyn Heights,2023-12-30,Saturday,33,17,0.5151515151515151
Brooklyn Heights,2023-12-31,Sunday,30,30,1.0
Brooklyn Heights,2024-01-01,Monday,45,45,1.0
Brooklyn Heights,2024-01-02,Tuesday,45,14,0.3111111111111111
Brooklyn Heights,2024-01-03,Wednesday,45,26,0.5777777777777777
Brooklyn Heights,2024-01-04,Thursday,45,25,0.5555555555555556
Brooklyn Heights,2024-01-05,Friday,45,32,0.7111111111111111
Brooklyn Heights,2024-01-06,Saturday,33,27,0.8181818181818182
Brooklyn Heights,2024-01-07,Sunday,30,30,1.0
Brooklyn Heights,2024-01-08,Monday,54,18,0.3333333333333333
Brooklyn Heights,2024-01-09,Tuesday,54,21,0.3888888888888889
Brooklyn Heights,2024-01-10,Wednesday,54,22,0.4074074074074074
Brooklyn Heights,2024-01-11,Thursday,54,18,0.3333333333333333
Brooklyn Heights,2024-01-12,Friday,47,31,0.6595744680851063
Brooklyn Heights,2024-01-13,Saturday,33,29,0.8787878787878788
Brooklyn Heights,2024-01-14,Sunday,30,25,0.8333333333333334
Brooklyn Heights,2024-01-15,Monday,54,25,0.46296296296296297
Brooklyn Heights,2024-01-16,Tuesday,54,11,0.2037037037037037
Brooklyn Heights,2024-01-17,Wednesday,54,21,0.3888888888888889
Brooklyn Heights,2024-01-18,Thursday,54,22,0.4074074074074074
Brooklyn Heights,2024-01-19,Friday,47,40,0.851063829787234
Brooklyn Heights,2024-01-20,Saturday,33,32,0.9696969696969697
Brooklyn Heights,2024-01-21,Sunday,30,28,0.9333333333333333
Brooklyn Heights,2024-01-22,Monday,54,24,0.4444444444444444
Brooklyn Heights,2024-01-23,Tuesday,54,20,0.37037037037037035
Brooklyn Heights,2024-01-24,Wednesday,54,23,0.42592592592592593
Brooklyn Heights,2024-01-25,Thursday,54,19,0.35185185185185186
Brooklyn Heights,2024-01-26,Friday,47,37,0.7872340425531915
Brooklyn Heights,2024-01-27,Saturday,48,31,0.6458333333333334
Brooklyn Heights,2024-01-28,Sunday,30,23,0.7666666666666667
Brooklyn Heights,2024-01-29,Monday,54,33,0.6111111111111112
Brooklyn Heights,2024-01-30,Tuesday,51,40,0.7843137254901961
Brooklyn Heights,2024-01-31,Wednesday,54,36,0.6666666666666666
Brooklyn Heights,2024-02-01,Thursday,54,30,0.5555555555555556
Brooklyn Heights,2024-02-02,Friday,47,32,0.6808510638297872
Brooklyn Heights,2024-02-03,Saturday,33,27,0.8181818181818182
Brooklyn Heights,2024-02-04,Sunday,30,25,0.8333333333333334
Brooklyn Heights,2024-02-05,Monday,54,42,0.7777777777777778
Brooklyn Heights,2024-02-06,Tuesday,51,29,0.5686274509803921
Brooklyn Heights,2024-02-07,Wednesday,54,39,0.7222222222222222
Brooklyn Heights,2024-02-08,Thursday,54,39,0.7222222222222222
Brooklyn Heights,2024-02-09,Friday,47,37,0.7872340425531915
Brooklyn Heights,2024-02-10,Saturday,42,31,0.7380952380952381
Brooklyn Heights,2024-02-11,Sunday,30,26,0.8666666666666667
Brooklyn Heights,2024-02-12,Monday,54,40,0.7407407407407407
Brooklyn Heights,2024-02-13,Tuesday,51,25,0.49019607843137253
Brooklyn Heights,2024-02-14,Wednesday,54,21,0.3888888888888889
Brooklyn Heights,2024-02-15,Thursday,54,22,0.4074074074074074
Brooklyn Heights,2024-02-16,Friday,47,33,0.7021276595744681
Brooklyn Heights,2024-02-17,Saturday,33,28,0.8484848484848485
Brooklyn Heights,2024-02-18,Sunday,30,24,0.8
Brooklyn Heights,2024-02-19,Monday,54,27,0.5
Brooklyn Heights,2024-02-20,Tuesday,51,29,0.5686274509803921
Brooklyn Heights,2024-02-21,Wednesday,54,33,0.6111111111111112
Brooklyn Heights,2024-02-22,Thursday,54,34,0.6296296296296297
Brooklyn Heights,2024-02-23,Friday,47,38,0.8085106382978723
Brooklyn Heights,2024-02-24,Saturday,33,29,0.8787878787878788
Brooklyn Heights,2024-02-25,Sunday,36,27,0.75
Brooklyn Heights,2024-02-26,Monday,54,41,0.7592592592592593
Brooklyn Heights,2024-02-27,Tuesday,54,37,0.6851851851851852
Brooklyn Heights,2024-02-28,Wednesday,54,39,0.7222222222222222
Brooklyn Heights,2024-02-29,Thursday,54,34,0.6296296296296297
Brooklyn Heights,2024-03-01,Friday,47,37,0.7872340425531915
Brooklyn Heights,2024-03-02,Saturday,33,25,0.7575757575757576
Brooklyn Heights,2024-03-03,Sunday,30,28,0.9333333333333333
Brooklyn Heights,2024-03-04,Monday,54,38,0.7037037037037037
Brooklyn Heights,2024-03-05,Tuesday,54,35,0.6481481481481481
Brooklyn Heights,2024-03-06,Wednesday,54,37,0.6851851851851852
Brooklyn Heights,2024-03-07,Thursday,54,41,0.7592592592592593
Brooklyn Heights,2024-03-08,Friday,47,35,0.7446808510638298
Brooklyn Heights,2024-03-09,Saturday,147,28,0.19047619047619047
Brooklyn Heights,2024-03-10,Sunday,30,26,0.8666666666666667
Brooklyn Heights,2024-03-11,Monday,54,30,0.5555555555555556
Brooklyn Heights,2024-03-12,Tuesday,54,32,0.5925925925925926
Brooklyn Heights,2024-03-13,Wednesday,54,28,0.5185185185185185
Brooklyn Heights,2024-03-14,Thursday,54,32,0.5925925925925926
Brooklyn Heights,2024-03-15,Friday,47,36,0.7659574468085106
Brooklyn Heights,2024-03-16,Saturday,39,30,0.7692307692307693
Brooklyn Heights,2024-03-17,Sunday,30,24,0.8
Brooklyn Heights,2024-03-18,Monday,54,20,0.37037037037037035
Brooklyn Heights,2024-03-19,Tuesday,51,27,0.5294117647058824
Brooklyn Heights,2024-03-20,Wednesday,54,28,0.5185185185185185
Brooklyn Heights,2024-03-21,Thursday,54,28,0.5185185185185185
Brooklyn Heights,2024-03-22,Friday,47,35,0.7446808510638298
Brooklyn Heights,2024-03-23,Saturday,33,27,0.8181818181818182
Brooklyn Heights,2024-03-24,Sunday,30,22,0.7333333333333333
Brooklyn Heights,2024-03-25,Monday,45,24,0.5333333333333333
Brooklyn Heights,2024-03-26,Tuesday,45,23,0.5111111111111111
Brooklyn Heights,2024-03-27,Wednesday,45,25,0.5555555555555556
Brooklyn Heights,2024-03-28,Thursday,45,33,0.7333333333333333
Brooklyn Heights,2024-03-29,Friday,45,35,0.7777777777777778
Brooklyn Heights,2024-03-30,Saturday,33,20,0.6060606060606061
Brooklyn Heights,2024-03-31,Sunday,30,30,1.0
Brooklyn Heights,2024-04-01,Monday,54,36,0.6666666666666666
Brooklyn Heights,2024-04-02,Tuesday,54,33,0.6111111111111112
Brooklyn Heights,2024-04-03,Wednesday,54,20,0.37037037037037035
Brooklyn Heights,2024-04-04,Thursday,54,25,0.46296296296296297
Brooklyn Heights,2024-04-05,Friday,47,35,0.7446808510638298
Brooklyn Heights,2024-04-06,Saturday,42,28,0.6666666666666666
Brooklyn Heights,2024-04-07,Sunday,30,28,0.9333333333333333
Brooklyn Heights,2024-04-08,Monday,54,30,0.5555555555555556
Brooklyn Heights,2024-04-09,Tuesday,54,28,0.5185185185185185
Brooklyn Heights,2024-04-10,Wednesday,54,29,0.5370370370370371
Brooklyn Heights,2024-04-11,Thursday,54,25,0.46296296296296297
Brooklyn Heights,2024-04-12,Friday,47,42,0.8936170212765957
Brooklyn Heights,2024-04-13,Saturday,33,28,0.8484848484848485
Brooklyn Heights,2024-04-14,Sunday,30,24,0.8
Brooklyn Heights,2024-04-15,Monday,54,29,0.5370370370370371
Brooklyn Heights,2024-04-16,Tuesday,54,29,0.5370370370370371
Brooklyn Heights,2024-04-17,Wednesday,54,31,0.5740740740740741
Brooklyn Heights,2024-04-18,Thursday,54,31,0.5740740740740741
Brooklyn Heights,2024-04-19,Friday,44,29,0.6590909090909091
Brooklyn Heights,2024-04-20,Saturday,33,29,0.8787878787878788
Brooklyn Heights,2024-04-21,Sunday,30,27,0.9
Brooklyn Heights,2024-04-22,Monday,54,29,0.5370370370370371
Brooklyn Heights,2024-04-23,Tuesday,51,35,0.6862745098039216
Brooklyn Heights,2024-04-24,Wednesday,54,31,0.5740740740740741
Brooklyn Heights,2024-04-25,Thursday,54,26,0.48148148148148145
Brooklyn Heights,2024-04-26,Friday,44,31,0.7045454545454546
Brooklyn Heights,2024-04-27,Saturday,33,16,0.48484848484848486
Brooklyn Heights,2024-04-28,Sunday,30,24,0.8
Brooklyn Heights,2024-04-29,Monday,54,19,0.35185185185185186
Brooklyn Heights,2024-04-30,Tuesday,48,23,0.4791666666666667
Brooklyn Heights,2024-05-01,Wednesday,54,31,0.5740740740740741
Brooklyn Heights,2024-05-02,Thursday,54,29,0.5370370370370371
Brooklyn Heights,2024-05-03,Friday,47,31,0.6595744680851063
Brooklyn Heights,2024-05-04,Saturday,33,24,0.7272727272727273
Brooklyn Heights,2024-05-05,Sunday,30,27,0.9
Brooklyn Heights,2024-05-06,Monday,54,26,0.48148148148148145
Brooklyn Heights,2024-05-07,Tuesday,48,25,0.5208333333333334
Brooklyn Heights,2024-05-08,Wednesday,54,22,0.4074074074074074
Brooklyn Heights,2024-05-09,Thursday,54,28,0.5185185185185185
Brooklyn Heights,2024-05-10,Friday,47,34,0.723404255319149
Brooklyn Heights,2024-05-11,Saturday,30,20,0.6666666666666666
Brooklyn Heights,2024-05-12,Sunday,30,20,0.6666666666666666
Brooklyn Heights,2024-05-13,Monday,54,27,0.5
Brooklyn Heights,2024-05-14,Tuesday,48,25,0.5208333333333334
Brooklyn Heights,2024-05-15,Wednesday,54,29,0.5370370370370371
Brooklyn Heights,2024-05-16,Thursday,54,23,0.42592592592592593
Brooklyn Heights,2024-05-17,Friday,47,35,0.7446808510638298
Brooklyn Heights,2024-05-18,Saturday,33,26,0.7878787878787878
Brooklyn Heights,2024-05-19,Sunday,30,25,0.8333333333333334
Brooklyn Heights,2024-05-20,Monday,54,25,0.46296296296296297
Brooklyn Heights,2024-05-21,Tuesday,51,28,0.5490196078431373
Brooklyn Heights,2024-05-22,Wednesday,54,25,0.46296296296296297
Brooklyn Heights,2024-05-23,Thursday,54,27,0.5
Brooklyn Heights,2024-05-24,Friday,47,21,0.44680851063829785
Brooklyn Heights,2024-05-25,Saturday,33,16,0.48484848484848486
Brooklyn Heights,2024-05-26,Sunday,30,11,0.36666666666666664
Brooklyn Heights,2024-05-27,Monday,54,54,1.0
Brooklyn Heights,2024-05-28,Tuesday,51,27,0.5294117647058824
Brooklyn Heights,2024-05-29,Wednesday,54,23,0.42592592592592593
Brooklyn Heights,2024-05-30,Thursday,54,26,0.48148148148148145
Brooklyn Heights,2024-05-31,Friday,42,34,0.8095238095238095
Brooklyn Heights,2024-06-01,Saturday,33,25,0.7575757575757576
Brooklyn Heights,2024-06-02,Sunday,30,22,0.7333333333333333
Brooklyn Heights,2024-06-03,Monday,54,30,0.5555555555555556
Brooklyn Heights,2024-06-04,Tuesday,51,30,0.5882352941176471
Brooklyn Heights,2024-06-05,Wednesday,54,30,0.5555555555555556
Brooklyn Heights,2024-06-06,Thursday,54,28,0.5185185185185185
Brooklyn Heights,2024-06-07,Friday,45,29,0.6444444444444445
Brooklyn Heights,2024-06-08,Saturday,42,19,0.4523809523809524
Brooklyn Heights,2024-06-09,Sunday,30,21,0.7
Brooklyn Heights,2024-06-10,Monday,54,25,0.46296296296296297
Brooklyn Heights,2024-06-11,Tuesday,51,21,0.4117647058823529
Brooklyn Heights,2024-06-12,Wednesday,54,28,0.5185185185185185
Brooklyn Heights,2024-06-13,Thursday,54,25,0.46296296296296297
Brooklyn Heights,2024-06-14,Friday,45,29,0.6444444444444445
Brooklyn Heights,2024-06-15,Saturday,33,14,0.42424242424242425
Brooklyn Heights,2024-06-16,Sunday,30,23,0.7666666666666667
Brooklyn Heights,2024-06-17,Monday,45,30,0.6666666666666666
Brooklyn Heights,2024-06-18,Tuesday,45,22,0.4888888888888889
Brooklyn Heights,2024-06-19,Wednesday,51,39,0.7647058823529411
Brooklyn Heights,2024-06-20,Thursday,51,28,0.5490196078431373
Brooklyn Heights,2024-06-21,Friday,51,32,0.6274509803921569
Brooklyn Heights,2024-06-22,Saturday,33,25,0.7575757575757576
Brooklyn Heights,2024-06-23,Sunday,30,21,0.7
Brooklyn Heights,2024-06-24,Monday,51,29,0.5686274509803921
Brooklyn Heights,2024-06-25,Tuesday,51,24,0.47058823529411764
Brooklyn Heights,2024-06-26,Wednesday,51,26,0.5098039215686274
Brooklyn Heights,2024-06-27,Thursday,51,32,0.6274509803921569
Brooklyn Heights,2024-06-28,Friday,51,33,0.6470588235294118
Brooklyn Heights,2024-06-29,Saturday,33,22,0.6666666666666666
Brooklyn Heights,2024-06-30,Sunday,30,19,0.6333333333333333
Brooklyn Heights,2024-07-01,Monday,45,27,0.6
Brooklyn Heights,2024-07-02,Tuesday,45,36,0.8
Brooklyn Heights,2024-07-03,Wednesday,45,25,0.5555555555555556
Brooklyn Heights,2024-07-04,Thursday,0,0,
Brooklyn Heights,2024-07-05,Friday,45,16,0.35555555555555557
Brooklyn Heights,2024-07-06,Saturday,33,15,0.45454545454545453
Brooklyn Heights,2024-07-07,Sunday,30,16,0.5333333333333333
Brooklyn Heights,2024-07-08,Monday,45,24,0.5333333333333333
Brooklyn Heights,2024-07-09,Tuesday,45,28,0.6222222222222222
Brooklyn Heights,2024-07-10,Wednesday,45,24,0.5333333333333333
Brooklyn Heights,2024-07-11,Thursday,45,23,0.5111111111111111
Brooklyn Heights,2024-07-12,Friday,45,26,0.5777777777777777
Brooklyn Heights,2024-07-13,Saturday,33,25,0.7575757575757576
Brooklyn Heights,2024-07-14,Sunday,30,19,0.6333333333333333
Brooklyn Heights,2024-07-15,Monday,45,21,0.4666666666666667
Brooklyn Heights,2024-07-16,Tuesday,45,23,0.5111111111111111
Brooklyn Heights,2024-07-17,Wednesday,45,20,0.4444444444444444
Brooklyn Heights,2024-07-18,Thursday,45,24,0.5333333333333333
Brooklyn Heights,2024-07-19,Friday,45,30,0.6666666666666666
Brooklyn Heights,2024-07-20,Saturday,33,18,0.5454545454545454
Brooklyn Heights,2024-07-21,Sunday,30,16,0.5333333333333333
Brooklyn Heights,2024-07-22,Monday,45,22,0.4888888888888889
Brooklyn Heights,2024-07-23,Tuesday,45,29,0.6444444444444445
Brooklyn Heights,2024-07-24,Wednesday,45,22,0.4888888888888889
Brooklyn Heights,2024-07-25,Thursday,45,20,0.4444444444444444
Brooklyn Heights,2024-07-26,Friday,45,30,0.6666666666666666
Brooklyn Heights,2024-07-27,Saturday,33,14,0.42424242424242425
Brooklyn Heights,2024-07-28,Sunday,30,15,0.5
Brooklyn Heights,2024-07-29,Monday,45,21,0.4666666666666667
Brooklyn Heights,2024-07-30,Tuesday,45,22,0.4888888888888889
Brooklyn Heights,2024-07-31,Wednesday,45,31,0.6888888888888889
Brooklyn Heights,2024-08-01,Thursday,45,17,0.37777777777777777
Brooklyn Heights,2024-08-02,Friday,45,28,0.6222222222222222
Brooklyn Heights,2024-08-03,Saturday,33,17,0.5151515151515151
Brooklyn Heights,2024-08-04,Sunday,30,23,0.7666666666666667
Brooklyn Heights,2024-08-05,Monday,45,19,0.4222222222222222
Brooklyn Heights,2024-08-06,Tuesday,45,25,0.5555555555555556
Brooklyn Heights,2024-08-07,Wednesday,45,22,0.4888888888888889
Brooklyn Heights,2024-08-08,Thursday,45,24,0.5333333333333333
Brooklyn Heights,2024-08-09,Friday,45,22,0.4888888888888889
Brooklyn Heights,2024-08-10,Saturday,33,14,0.42424242424242425
Brooklyn Heights,2024-08-11,Sunday,30,7,0.23333333333333334
Brooklyn Heights,2024-08-12,Monday,45,16,0.35555555555555557
Brooklyn Heights,2024-08-13,Tuesday,45,21,0.4666666666666667
Brooklyn Heights,2024-08-14,Wednesday,45,17,0.37777777777777777
Brooklyn Heights,2024-08-15,Thursday,45,22,0.4888888888888889
Brooklyn Heights,2024-08-16,Friday,45,16,0.35555555555555557
Brooklyn Heights,2024-08-17,Saturday,33,16,0.48484848484848486
Brooklyn Heights,2024-08-18,Sunday,30,20,0.6666666666666666
Brooklyn Heights,2024-08-19,Monday,45,13,0.28888888888888886
Brooklyn Heights,2024-08-20,Tuesday,45,26,0.5777777777777777
Brooklyn Heights,2024-08-21,Wednesday,45,27,0.6
Brooklyn Heights,2024-08-22,Thursday,45,24,0.5333333333333333
Brooklyn Heights,2024-08-23,Friday,45,19,0.4222222222222222
Brooklyn Heights,2024-08-24,Saturday,33,16,0.48484848484848486
Brooklyn Heights,2024-08-25,Sunday,30,27,0.9
Brooklyn Heights,2024-09-03,Tuesday,45,16,0.35555555555555557
Brooklyn Heights,2024-09-04,Wednesday,45,25,0.5555555555555556
Brooklyn Heights,2024-09-05,Thursday,45,15,0.3333333333333333
Brooklyn Heights,2024-09-06,Friday,45,30,0.6666666666666666
Brooklyn Heights,2024-09-07,Saturday,33,18,0.5454545454545454
Brooklyn Heights,2024-09-08,Sunday,30,17,0.5666666666666667
Brooklyn Heights,2024-09-09,Monday,60,50,0.8333333333333334
Brooklyn Heights,2024-09-10,Tuesday,60,39,0.65
Brooklyn Heights,2024-09-11,Wednesday,60,46,0.7666666666666667
Brooklyn Heights,2024-09-12,Thursday,60,44,0.7333333333333333
Brooklyn Heights,2024-09-13,Friday,60,46,0.7666666666666667
Brooklyn Heights,2024-09-14,Saturday,42,33,0.7857142857142857
Brooklyn Heights,2024-09-15,Sunday,40,32,0.8
Brooklyn Heights,2024-09-16,Monday,60,43,0.7166666666666667
Brooklyn Heights,2024-09-17,Tuesday,60,36,0.6
Brooklyn Heights,2024-09-18,Wednesday,60,41,0.6833333333333333
Brooklyn Heights,2024-09-19,Thursday,52,30,0.5769230769230769
Brooklyn Heights,2024-09-20,Friday,60,47,0.7833333333333333
Brooklyn Heights,2024-09-21,Saturday,40,33,0.825
Brooklyn Heights,2024-09-22,Sunday,40,33,0.825
Brooklyn Heights,2024-09-23,Monday,60,31,0.5166666666666667
Brooklyn Heights,2024-09-24,Tuesday,60,40,0.6666666666666666
Brooklyn Heights,2024-09-25,Wednesday,60,40,0.6666666666666666
Brooklyn Heights,2024-09-26,Thursday,60,38,0.6333333333333333
Brooklyn Heights,2024-09-27,Friday,60,52,0.8666666666666667
Brooklyn Heights,2024-09-28,Saturday,40,36,0.9
Brooklyn Heights,2024-09-29,Sunday,40,36,0.9
Brooklyn Heights,2024-09-30,Monday,60,34,0.5666666666666667
Brooklyn Heights,2024-10-01,Tuesday,60,37,0.6166666666666667
Brooklyn Heights,2024-10-02,Wednesday,60,43,0.7166666666666667
Brooklyn Heights,2024-10-03,Thursday,60,38,0.6333333333333333
Brooklyn Heights,2024-10-04,Friday,60,39,0.65
Brooklyn Heights,2024-10-05,Saturday,40,28,0.7
Brooklyn Heights,2024-10-06,Sunday,40,31,0.775
Brooklyn Heights,2024-10-07,Monday,60,26,0.43333333333333335
Brooklyn Heights,2024-10-08,Tuesday,60,27,0.45
Brooklyn Heights,2024-10-09,Wednesday,60,27,0.45
Brooklyn Heights,2024-10-10,Thursday,60,26,0.43333333333333335
Brooklyn Heights,2024-10-11,Friday,60,39,0.65
Brooklyn Heights,2024-10-12,Saturday,40,20,0.5
Brooklyn Heights,2024-10-13,Sunday,40,31,0.775
Brooklyn Heights,2024-10-14,Monday,60,25,0.4166666666666667
Brooklyn Heights,2024-10-15,Tuesday,60,21,0.35
Brooklyn Heights,2024-10-16,Wednesday,60,31,0.5166666666666667
Brooklyn Heights,2024-10-17,Thursday,52,28,0.5384615384615384
Brooklyn Heights,2024-10-18,Friday,60,45,0.75
Brooklyn Heights,2024-10-19,Saturday,40,32,0.8
Brooklyn Heights,2024-10-20,Sunday,40,35,0.875
Brooklyn Heights,2024-10-21,Monday,60,50,0.8333333333333334
Brooklyn Heights,2024-10-22,Tuesday,60,38,0.6333333333333333
Brooklyn Heights,2024-10-23,Wednesday,60,35,0.5833333333333334
Brooklyn Heights,2024-10-24,Thursday,60,37,0.6166666666666667
Brooklyn Heights,2024-10-25,Friday,60,35,0.5833333333333334
Brooklyn Heights,2024-10-26,Saturday,40,22,0.55
Brooklyn Heights,2024-10-27,Sunday,40,35,0.875
Brooklyn Heights,2024-10-28,Monday,60,30,0.5
Brooklyn Heights,2024-10-29,Tuesday,60,33,0.55
Brooklyn Heights,2024-10-30,Wednesday,60,30,0.5
Brooklyn Heights,2024-10-31,Thursday,60,25,0.4166666666666667
Brooklyn Heights,2024-11-01,Friday,60,39,0.65
Brooklyn Heights,2024-11-02,Saturday,40,31,0.775
Brooklyn Heights,2024-11-03,Sunday,40,27,0.675
Brooklyn Heights,2024-11-04,Monday,60,38,0.6333333333333333
Brooklyn Heights,2024-11-05,Tuesday,60,30,0.5
Brooklyn Heights,2024-11-06,Wednesday,60,27,0.45
Brooklyn Heights,2024-11-07,Thursday,60,30,0.5
Brooklyn Heights,2024-11-08,Friday,60,44,0.7333333333333333
Brooklyn Heights,2024-11-09,Saturday,40,30,0.75
Brooklyn Heights,2024-11-10,Sunday,40,30,0.75
Brooklyn Heights,2024-11-11,Monday,60,31,0.5166666666666667
Brooklyn Heights,2024-11-12,Tuesday,60,33,0.55
Brooklyn Heights,2024-11-13,Wednesday,60,34,0.5666666666666667
Brooklyn Heights,2024-11-14,Thursday,52,20,0.38461538461538464
Brooklyn Heights,2024-11-15,Friday,60,39,0.65
Brooklyn Heights,2024-11-16,Saturday,40,37,0.925
Brooklyn Heights,2024-11-17,Sunday,40,33,0.825
Brooklyn Heights,2024-11-18,Monday,60,28,0.4666666666666667
Brooklyn Heights,2024-11-19,Tuesday,60,33,0.55
Brooklyn Heights,2024-11-20,Wednesday,60,26,0.43333333333333335
Brooklyn Heights,2024-11-21,Thursday,60,31,0.5166666666666667
Brooklyn Heights,2024-11-22,Friday,60,44,0.7333333333333333
Brooklyn Heights,2024-11-23,Saturday,40,27,0.675
Brooklyn Heights,2024-11-24,Sunday,40,31,0.775
Brooklyn Heights,2024-11-25,Monday,60,38,0.6333333333333333
Brooklyn Heights,2024-11-26,Tuesday,60,22,0.36666666666666664
Brooklyn Heights,2024-11-27,Wednesday,60,31,0.5166666666666667
Brooklyn Heights,2024-11-28,Thursday,32,11,0.34375
Brooklyn Heights,2024-11-29,Friday,60,21,0.35
Brooklyn Heights,2024-11-30,Saturday,40,19,0.475
Brooklyn Heights,2024-12-01,Sunday,40,25,0.625
Brooklyn Heights,2024-12-02,Monday,56,29,0.5178571428571429
Brooklyn Heights,2024-12-03,Tuesday,60,25,0.4166666666666667
Brooklyn Heights,2024-12-04,Wednesday,60,22,0.36666666666666664
Brooklyn Heights,2024-12-05,Thursday,60,19,0.31666666666666665
Brooklyn Heights,2024-12-06,Friday,60,34,0.5666666666666667
Brooklyn Heights,2024-12-07,Saturday,40,31,0.775
Brooklyn Heights,2024-12-08,Sunday,40,38,0.95
Brooklyn Heights,2024-12-09,Monday,56,25,0.44642857142857145
Brooklyn Heights,2024-12-10,Tuesday,60,30,0.5
Brooklyn Heights,2024-12-11,Wednesday,60,20,0.3333333333333333
Brooklyn Heights,2024-12-12,Thursday,52,17,0.3269230769230769
Brooklyn Heights,2024-12-13,Friday,60,40,0.6666666666666666
Brooklyn Heights,2024-12-14,Saturday,40,31,0.775
Brooklyn Heights,2024-12-15,Sunday,40,35,0.875
Brooklyn Heights,2024-12-16,Monday,56,33,0.5892857142857143
Brooklyn Heights,2024-12-17,Tuesday,60,31,0.5166666666666667
Brooklyn Heights,2024-12-18,Wednesday,60,19,0.31666666666666665
Brooklyn Heights,2024-12-19,Thursday,60,42,0.7
Brooklyn Heights,2024-12-20,Friday,60,35,0.5833333333333334
Brooklyn Heights,2024-12-21,Saturday,40,29,0.725
Brooklyn Heights,2024-12-22,Sunday,40,24,0.6
Brooklyn Heights,2024-12-23,Monday,60,22,0.36666666666666664
Brooklyn Heights,2024-12-24,Tuesday,32,19,0.59375
Brooklyn Heights,2024-12-26,Thursday,60,33,0.55
Brooklyn Heights,2024-12-27,Friday,60,22,0.36666666666666664
Brooklyn Heights,2024-12-28,Saturday,40,29,0.725
Brooklyn Heights,2024-12-29,Sunday,40,30,0.75
Brooklyn Heights,2024-12-30,Monday,60,31,0.5166666666666667
Brooklyn Heights,2024-12-31,Tuesday,31,21,0.6774193548387096
Brooklyn Heights,2025-01-02,Thursday,60,44,0.7333333333333333
Brooklyn Heights,2025-01-03,Friday,60,36,0.6
Brooklyn Heights,2025-01-04,Saturday,40,32,0.8
Brooklyn Heights,2025-01-05,Sunday,40,33,0.825
Brooklyn Heights,2025-01-06,Monday,60,26,0.43333333333333335
Brooklyn Heights,2025-01-07,Tuesday,60,30,0.5
Brooklyn Heights,2025-01-08,Wednesday,60,30,0.5
Brooklyn Heights,2025-01-09,Thursday,60,27,0.45
Brooklyn Heights,2025-01-10,Friday,60,49,0.8166666666666667
Brooklyn Heights,2025-01-11,Saturday,40,34,0.85
Brooklyn Heights,2025-01-12,Sunday,40,37,0.925
Brooklyn Heights,2025-01-13,Monday,56,24,0.42857142857142855
Brooklyn Heights,2025-01-14,Tuesday,60,27,0.45
Brooklyn Heights,2025-01-15,Wednesday,60,33,0.55
Brooklyn Heights,2025-01-16,Thursday,52,22,0.4230769230769231
